"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geodata_center";"geoarea";
"1009185";"«Саларьево», Киевское шоссе (1009185)";"37.42046002";"55.62593887";"Киевское шоссе";"Северо-Западный административный округ";"район Покровское-Стрешнево";"А911; А863";"Саларьево";"";"да";"ГУП «Мосгортранс»";"активна";"1048517973";"0101000000779649A2D1B54240FCF8CFC31ED04B40";"";
"1009186";"«Саларьево», Киевское шоссе (1009186)";"37.41821436";"55.62608796";"Киевское шоссе";"Северо-Восточный административный округ";"район Северное Медведково";"А911; А863; А304К; А611; А890; А304; А1002; А892; А446";"Саларьево";"";"да";"ГУП «Мосгортранс»";"активна";"1048517974";"01010000007375530C88B54240474F78A623D04B40";"";
"3660";"«Черкизово», Халтуринская улица (3660)";"37.72740651";"55.80207044";"Халтуринская улица";"Центральный административный округ";"Мещанский район";"Тм2; Тм13; Тм36; Тм4Л";"Черкизово";"";"да";"ГУП «Мосгортранс»";"активна";"1048517978";"01010000007BAC11A81BDD4240B571823EAAE64B40";"";
"6244";"«Бульв. Марш. Рокоссовского», Открытое шоссе (6244)";"37.73051178";"55.8102877";"Открытое шоссе";"Восточный административный округ";"район Богородское";"Тм2; Тм13; Тм36; Тм4Л";"Бульв. Марш. Рокоссовского";"";"нет";"";"активна";"1048517979";"0101000000AC38F66881DD4240F0ECE181B7E74B40";"";
"1001586";"«ВДНХ (сев.)», проспект Мира (1001586)";"37.6470245";"55.82723816";"проспект Мира";"Северо-Восточный административный округ";"Останкинский район";"Тм11";"ВДНХ (сев.)";"";"нет";"";"активна";"1048517980";"0101000000FA9AE5B2D1D24240039AA5F0E2E94B40";"";
"1008571";"«Дачная ул.», Дачная улица (1008571)";"37.16358203";"55.596793";"Дачная улица";"Новомосковский административный округ";"поселение Кокошкино";"А307";"Дачная ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1048517982";"01010000001A888641F0944240A9BD88B663CC4B40";"";
"1009155";"«Чароитовая ул.», Чароитовая улица (1009155)";"37.35373837";"55.51236093";"Чароитовая улица";"Северный административный округ";"район Западное Дегунино";"А873; АС18";"Чароитовая ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1048517983";"0101000000C43E854C47AD4240900CFF0A95C14B40";"";
"1009156";"«Чароитовая ул.», Чароитовая улица (1009156)";"37.35306178";"55.51306704";"Чароитовая улица";"Новомосковский административный округ";"поселение Десеновское";"А117; А873; А876; А991; АС18";"Чароитовая ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1048517984";"0101000000A548DF2031AD42404FBA462EACC14B40";"";
"3705";"«Черкизово», Халтуринская улица (3705)";"37.72689301";"55.80230284";"Халтуринская улица";"Восточный административный округ";"район Преображенское";"Тм2; Тм13; Тм36; Тм4П";"Черкизово";"";"да";"ГУП «Мосгортранс»";"активна";"1048517988";"01010000000CD284D40ADD4240DBA405DCB1E64B40";"";
"3706";"«Бульв. Марш. Рокоссовского», Открытое шоссе (3706)";"37.73086886";"55.81065466";"Открытое шоссе";"Восточный административный округ";"район Богородское";"Тм2; Тм13; Тм36; Тм4П";"Бульв. Марш. Рокоссовского";"";"нет";"";"активна";"1048517989";"0101000000B2AE5D1C8DDD424066862A88C3E74B40";"";
"8696";"«Просторная ул.», Халтуринский проезд (8696)";"37.7266819";"55.80709551";"Халтуринский проезд";"Северо-Восточный административный округ";"район Лианозово";"Тм2; Тм13; Тм36; Тм4П";"Просторная ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1048517994";"01010000002E8C99E903DD42406719DAE74EE74B40";"";
"8697";"«Просторная ул.», Халтуринский проезд (8697)";"37.72701464";"55.80693203";"Халтуринский проезд";"Восточный административный округ";"район Вешняки";"Тм2; Тм13; Тм36; Тм4Л";"Просторная ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1048517995";"0101000000B141D3D00EDD4240F2787B8C49E74B40";"";
"1001811";"«Физтехпарк», улица Фёдора Дубовицкого (1001811)";"37.53322569";"55.92139074";"улица Фёдора Дубовицкого";"Западный административный округ";"район Тропарёво-Никулино";"А867";"Физтехпарк";"";"да";"ГУП «Мосгортранс»";"активна";"1048517996";"0101000000F1F749BD40C442409191BB21F0F54B40";"";
"1009003";"«Писцовая ул.», Вятская улица (1009003)";"37.58199526";"55.79802342";"Вятская улица";"Восточный административный округ";"район Богородское";"А727";"Писцовая ул.";"";"да";"ГУП «Мосгортранс»";"активна";"1048517998";"0101000000421018D27ECA4240C92BA5A125E64B40";"";
"7141";"«Метро Семеновская», улица Измайловский Вал (7141)";"37.71822719";"55.78419252";"улица Измайловский Вал";"Западный административный округ";"район Тропарёво-Никулино";"Тм46; Тм11; Тм2";"Метро Семеновская";"";"да";"ГУП «Мосгортранс»";"активна";"1048518497";"0101000000F1125ADEEEDB42407B95A56B60E44B40";"";
"3626";"«Метро Партизанская», Народный проспект (3626)";"37.74766406";"55.78701612";"Народный проспект";"Восточный административный округ";"район Измайлово";"Тм11";"Метро Партизанская";"";"нет";"";"активна";"1048518498";"01010000001B0CB774B3DF42409369B8F1BCE44B40";"";
"6241";"«Метро Преображенская пл.», Большая Черкизовская улица (6241)";"37.71787001";"55.79639691";"Большая Черкизовская улица";"Восточный административный округ";"район Новокосино";"Тм2; Тм13; Тм36; Тм4Л";"Метро Преображенская пл.";"";"да";"ГУП «Мосгортранс»";"активна";"1048518499";"010100000056DD1B2AE3DB4240F08A7D55F0E54B40";"";
