"ID";"Name";"Longitude_WGS84";"Latitude_WGS84";"Street";"AdmArea";"District";"RouteNumbers";"StationName";"Direction";"Pavilion";"OperatingOrgName";"EntryState";"global_id";"geodata_center";"geoarea";
"4427";"«Центр госуслуг», Мартеновская улица (4427)";"37.80532883";"55.74790415";"Мартеновская улица";"Восточный административный округ";"район Новогиреево";"А620; А254; А787; АТ30";"Центр госуслуг";"";"да";"ГУП «Мосгортранс»";"активна";"889089080";"01010000001FB0DD0315E742407665BC52BBDF4B40";"";
"4428";"«З-д ТОРОС», Мартеновская улица (4428)";"37.80863114";"55.74483642";"Мартеновская улица";"Западный административный округ";"район Кунцево";"А620; А776; А254; А787; АТ30";"З-д ТОРОС";"";"да";"ГУП «Мосгортранс»";"активна";"889089081";"0101000000E269A63981E742408662C0CC56DF4B40";"";
"4429";"«Платф. Новогиреево», Перовская улица (4429)";"37.81309149";"55.74492703";"Перовская улица";"Западный административный округ";"район Кунцево";"А620; А787; АТ30";"Платф. Новогиреево";"";"да";"ГУП «Мосгортранс»";"активна";"889089082";"01010000005B1AC76113E84240D2E0D7C459DF4B40";"";
"4430";"«Метро Выхино (выс.)», Вешняковская улица (4430)";"37.82026009";"55.71727553";"Вешняковская улица";"Восточный административный округ";"район Вешняки";"А697; АТ30";"Метро Выхино (выс.)";"";"нет";"";"активна";"889089083";"0101000000CB615A48FEE8424019C93FAFCFDB4B40";"";
"4431";"«Свободный просп.», шоссе Энтузиастов (4431)";"37.81672719";"55.7711962";"шоссе Энтузиастов";"Восточный административный округ";"район Ивановское";"А214; А20; А702";"Свободный просп.";"";"да";"ГУП «Мосгортранс»";"активна";"889089084";"0101000000E9663D848AE8424055E69C8EB6E24B40";"";
"4432";"«Дом Ветеранов сцены», шоссе Энтузиастов (4432)";"37.79968963";"55.76787701";"шоссе Энтузиастов";"Восточный административный округ";"район Измайлово";"А214; А20; А702";"Дом Ветеранов сцены";"";"да";"ГУП «Мосгортранс»";"активна";"889089085";"010100000072E6D33A5CE642406FA63ACB49E24B40";"";
"4433";"«МКНЦ», шоссе Энтузиастов (4433)";"37.79314704";"55.76656583";"шоссе Энтузиастов";"Западный административный округ";"район Кунцево";"А214; А20; А702";"МКНЦ";"";"да";"ГУП «Мосгортранс»";"активна";"889089087";"01010000000FDC9AD785E54240610A41D41EE24B40";"";
"4434";"«Новогиреевская ул.», шоссе Энтузиастов (4434)";"37.78857598";"55.76566605";"шоссе Энтузиастов";"Западный административный округ";"район Кунцево";"А214; А20; А702";"Новогиреевская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889089088";"01010000006D41C60EF0E4424029345A5801E24B40";"";
"4435";"«Новогиреевская ул.», шоссе Энтузиастов (4435)";"37.79167768";"55.76593855";"шоссе Энтузиастов";"Восточный административный округ";"район Перово";"А214; А20; А702";"Новогиреевская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889089089";"01010000005D49B8B155E54240727F3F460AE24B40";"";
"4436";"«МКНЦ», шоссе Энтузиастов (4436)";"37.79487908";"55.76657665";"шоссе Энтузиастов";"Юго-Западный административный округ";"район Ясенево";"А214; А20; А702";"МКНЦ";"";"да";"ГУП «Мосгортранс»";"активна";"889089090";"0101000000F26F0299BEE5424049D0042F1FE24B40";"";
"4437";"«Дом Ветеранов сцены», шоссе Энтузиастов (4437)";"37.80013508";"55.76757574";"шоссе Энтузиастов";"Восточный административный округ";"район Перово";"А214; А20; А702";"Дом Ветеранов сцены";"";"да";"ГУП «Мосгортранс»";"активна";"889089091";"0101000000BD7D88D36AE642406240FEEB3FE24B40";"";
"4438";"«Саянская ул., 2», Свободный проспект (4438)";"37.8210580106";"55.7690726043";"Свободный проспект";"Восточный административный округ";"район Ивановское";"А884; А645; А449; А505; А974";"Саянская ул., 2";"";"да";"ГУП «Мосгортранс»";"активна";"889089092";"0101000000AAD2CB6D18E94240E9DB99F870E24B40";"";
"4440";"«Платф. Новогиреево (пос.)», Перовская улица (4440)";"37.81315269";"55.74493024";"Перовская улица";"Восточный административный округ";"район Новогиреево";"А36; А645; А833; А237";"Платф. Новогиреево (пос.)";"";"нет";"";"активна";"889089093";"01010000002B1A296315E84240FC4CC5DF59DF4B40";"";
"4442";"«Фрязевская ул.», Фрязевская улица (4442)";"37.8266680966";"55.7463667929";"Фрязевская улица";"Юго-Западный административный округ";"район Ясенево";"А36; А833; А254; А133";"Фрязевская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889089094";"010100000094C59B42D0E94240B72973F288DF4B40";"";
"4443";"«Метро Новогиреево», Зелёный проспект (4443)";"37.8157376";"55.75198772";"Зелёный проспект";"Восточный административный округ";"район Новогиреево";"А776; А36; А659; АН4; А617; АТ77";"Метро Новогиреево";"";"да";"ГУП «Мосгортранс»";"активна";"889089095";"01010000000B0FF5166AE842406232342241E04B40";"";
"4444";"«Зеленый просп., 65», Зелёный проспект (4444)";"37.80756141";"55.75315311";"Зелёный проспект";"Восточный административный округ";"район Новогиреево";"А776; А36; А659; АН4; А617; АТ77";"Зеленый просп., 65";"";"да";"ГУП «Мосгортранс»";"активна";"889089096";"010100000017BB1A2C5EE74240542A345267E04B40";"";
"4445";"«Мартеновская ул.», Зелёный проспект (4445)";"37.80291427";"55.7537975";"Зелёный проспект";"Юго-Западный административный округ";"район Ясенево";"А776; А36; А659; АН4; А617; АТ77";"Мартеновская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889089097";"0101000000249211E5C5E642403D27BD6F7CE04B40";"";
"4446";"«Перовская ул.», Перовская улица (4446)";"37.80790098";"55.74443786";"Перовская улица";"Восточный административный округ";"район Новогиреево";"А842; АТ53";"Перовская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889089098";"0101000000D0C09F4C69E74240574D63BD49DF4B40";"";
"4447";"«Ул. Новотетерки», Перовская улица (4447)";"37.79747386";"55.74509246";"Перовская улица";"Западный административный округ";"район Кунцево";"А620; А842; А36; А254; А7; АТ53";"Ул. Новотетерки";"";"да";"ГУП «Мосгортранс»";"активна";"889089099";"0101000000B40E9A9F13E642401D1992305FDF4B40";"";
"4448";"«Кусково», Кусковская улица (4448)";"37.78809074";"55.74265704";"Кусковская улица";"Восточный административный округ";"район Новогиреево";"А36; А254; А314; А617";"Кусково";"";"да";"ГУП «Мосгортранс»";"активна";"889089100";"01010000004C4A4928E0E44240DA78C9620FDF4B40";"";
"4449";"«Кусковская ул., 27», Кусковская улица (4449)";"37.78457205";"55.74124239";"Кусковская улица";"Восточный административный округ";"район Новогиреево";"А36; А254; А314; А617";"Кусковская ул., 27";"";"да";"ГУП «Мосгортранс»";"активна";"889089101";"0101000000870D60DB6CE44240BCBAD707E1DE4B40";"";
"4450";"«Кусковская ул., 21», Кусковская улица (4450)";"37.77956599";"55.73927249";"Кусковская улица";"Западный административный округ";"район Кунцево";"А36; А254; А314; А617";"Кусковская ул., 21";"";"да";"ГУП «Мосгортранс»";"активна";"889089102";"0101000000DB0F80D1C8E34240F5B01F7BA0DE4B40";"";
"4451";"«Перовский парк», Кусковская улица (4451)";"37.77285235";"55.73855561";"Кусковская улица";"Западный административный округ";"район Кунцево";"А36; А254; А314; А617";"Перовский парк";"";"да";"ГУП «Мосгортранс»";"активна";"889089103";"010100000081F167D3ECE24240199D7FFD88DE4B40";"";
"4453";"«Поликлиника», улица Плющева (4453)";"37.76145931";"55.74056277";"улица Плющева";"Западный административный округ";"район Кунцево";"А842; А214; А36; А83";"Поликлиника";"";"да";"ГУП «Мосгортранс»";"активна";"889089104";"0101000000A5D7A87F77E1424080E4C6C2CADE4B40";"";
"4454";"«Школа», улица Плющева (4454)";"37.76141761";"55.74337111";"улица Плющева";"Западный административный округ";"район Кунцево";"А842; А214; А36; А83";"Школа";"";"да";"ГУП «Мосгортранс»";"активна";"889089105";"010100000035C6DA2176E14240E01ED7C826DF4B40";"";
"4455";"«Ул. Плющева, 3», улица Плющева (4455)";"37.7613741943";"55.7469034247";"улица Плющева";"Западный административный округ";"район Кунцево";"А842; А214; А36; А83";"Ул. Плющева, 3";"";"да";"ГУП «Мосгортранс»";"активна";"889089106";"0101000000B744A8B574E14240AF2D0B889ADF4B40";"";
"4456";"«Перовская ул.», Электродная улица (4456)";"37.75688556";"55.7483948";"Электродная улица";"Восточный административный округ";"район Перово";"А214; А36; А659; А83";"Перовская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889089107";"0101000000E08143A0E1E042408C3F9B66CBDF4B40";"";
"4457";"«Ж.д. переезд», Электродная улица (4457)";"37.7534124";"55.75390004";"Электродная улица";"Западный административный округ";"район Кунцево";"А46; А214; А659";"Ж.д. переезд";"";"да";"ГУП «Мосгортранс»";"активна";"889089109";"0101000000503349D16FE042406520E8CB7FE04B40";"";
"4458";"«Метро Ш. Энтузиастов (выс., пос.)», Электродная улица (4458)";"37.7517565094";"55.7566159458";"Электродная улица";"Восточный административный округ";"район Перово";"А46; А214; А659";"Метро Ш. Энтузиастов (выс., пос.)";"";"да";"ГУП «Мосгортранс»";"активна";"889089110";"0101000000CD36AB8E39E04240EB6B93CAD8E04B40";"";
"4460";"«Ст. Лефортово», улица Уткина (4460)";"37.74560796";"55.76367232";"улица Уткина";"Западный административный округ";"район Кунцево";"А36; А141; А83";"Ст. Лефортово";"";"да";"ГУП «Мосгортранс»";"активна";"889089111";"01010000002CEBE51470DF424056A1BB03C0E14B40";"";
"4463";"«Окружной пр., 27», Окружной проезд (4463)";"37.74315905";"55.7775349";"Окружной проезд";"Восточный административный округ";"район Соколиная Гора";"А36; А141; А83";"Окружной пр., 27";"";"да";"ГУП «Мосгортранс»";"активна";"889089112";"0101000000FCBCF3D51FDF4240D37F7B4386E34B40";"";
"4464";"«ДОК № 9», Вольная улица (4464)";"37.74206787";"55.77792934";"Вольная улица";"Западный административный округ";"район Кунцево";"А36; А141; А83";"ДОК № 9";"";"да";"ГУП «Мосгортранс»";"активна";"889089113";"0101000000FC877814FCDE42400EF3483093E34B40";"";
"4465";"«2-й Вольный пер.», Вольная улица (4465)";"37.7370775";"55.77739576";"Вольная улица";"Западный административный округ";"район Кунцево";"А36; А141; А83";"2-й Вольный пер.";"";"да";"ГУП «Мосгортранс»";"активна";"889089114";"0101000000088F368E58DE4240E19F4AB481E34B40";"";
"4466";"«1-й Кирпичный пер.», Вольная улица (4466)";"37.73307617";"55.77702014";"Вольная улица";"Восточный административный округ";"район Соколиная Гора";"А36; А141; А83";"1-й Кирпичный пер.";"";"да";"ГУП «Мосгортранс»";"активна";"889089115";"01010000003FD09F70D5DD424011D15C6575E34B40";"";
"4469";"«1-й Кирпичный пер.», Вольная улица (4469)";"37.7345739";"55.77701837";"Вольная улица";"Западный административный округ";"район Фили-Давыдково";"А36; А141; А83";"1-й Кирпичный пер.";"";"да";"ГУП «Мосгортранс»";"активна";"889089116";"0101000000627F7E8406DE424047C5835675E34B40";"";
"4470";"«2-й Вольный пер.», Вольная улица (4470)";"37.73799763";"55.77730764";"Вольная улица";"Западный административный округ";"район Фили-Давыдково";"А36; А141; А83";"2-й Вольный пер.";"";"да";"ГУП «Мосгортранс»";"активна";"889089117";"010100000011B0D2B476DE42408F5D16D17EE34B40";"";
"4471";"«ДОК № 9», Вольная улица (4471)";"37.74197244";"55.77774794";"Вольная улица";"Восточный административный округ";"район Соколиная Гора";"А36; А141; А83";"ДОК № 9";"";"да";"ГУП «Мосгортранс»";"активна";"889089118";"0101000000AA2AF2F3F8DE42406A6A973E8DE34B40";"";
"4472";"«Окружной пр., 27», Окружной проезд (4472)";"37.74379412";"55.77622047";"Окружной проезд";"Восточный административный округ";"район Соколиная Гора";"А36; А141; А83";"Окружной пр., 27";"";"да";"ГУП «Мосгортранс»";"активна";"889089119";"0101000000B52D4EA534DF424060913E315BE34B40";"";
"4475";"«Ст. Лефортово», улица Уткина (4475)";"37.74527664";"55.76288653";"улица Уткина";"Западный административный округ";"район Фили-Давыдково";"А36; А141; А83";"Ст. Лефортово";"";"да";"ГУП «Мосгортранс»";"активна";"889089120";"0101000000EAA2953965DF424058740C44A6E14B40";"";
"4477";"«Метро Ш. Энтузиастов», Электродная улица (4477)";"37.75175656";"55.75607245";"Электродная улица";"Восточный административный округ";"район Перово";"А214; А36; А83";"Метро Ш. Энтузиастов";"";"да";"ГУП «Мосгортранс»";"активна";"889089121";"010100000071E0178F39E042400B1467FBC6E04B40";"";
"4478";"«Ж.д. переезд», Электродная улица (4478)";"37.75391137";"55.75248419";"Электродная улица";"Восточный административный округ";"район Перово";"А214; А36; А659; А83";"Ж.д. переезд";"";"да";"ГУП «Мосгортранс»";"активна";"889089122";"0101000000C41DF32A80E042404D67E56651E04B40";"";
"4479";"«Перовская ул.», Перовская улица (4479)";"37.75829261";"55.74724973";"Перовская улица";"Западный административный округ";"район Кунцево";"А214; А36; А659; А83";"Перовская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889089123";"0101000000CE5F74BB0FE14240BD2510E1A5DF4B40";"";
"4480";"«Ул. Плющева, 3», улица Плющева (4480)";"37.76105984";"55.74672294";"улица Плющева";"Восточный административный округ";"район Перово";"А842; А214; А36; А83";"Ул. Плющева, 3";"";"да";"ГУП «Мосгортранс»";"активна";"889089124";"0101000000AC8CA9686AE142408A3C079E94DF4B40";"";
"4481";"«Школа», улица Плющева (4481)";"37.76116656";"55.74306106";"улица Плющева";"Восточный административный округ";"район Перово";"А842; А214; А36; А83";"Школа";"";"да";"ГУП «Мосгортранс»";"активна";"889089125";"01010000002101E5E76DE14240C8D0F39F1CDF4B40";"";
"4482";"«Поликлиника», улица Плющева (4482)";"37.7611555";"55.74007909";"улица Плющева";"Западный административный округ";"район Фили-Давыдково";"А842; А214; А36; А83";"Поликлиника";"";"да";"ГУП «Мосгортранс»";"активна";"889089126";"0101000000D4D51D8B6DE14240710060E9BADE4B40";"";
"4484";"«Перовский парк», Кусковская улица (4484)";"37.77379496";"55.73828445";"Кусковская улица";"Западный административный округ";"район Фили-Давыдково";"А36; А254; А314; А617";"Перовский парк";"";"да";"ГУП «Мосгортранс»";"активна";"889089127";"01010000003B8197B60BE342409BF2D71A80DE4B40";"";
"4485";"«Кусковская ул., 21», Кусковская улица (4485)";"37.78014575";"55.73915419";"Кусковская улица";"Западный административный округ";"район Фили-Давыдково";"А36; А254; А314; А617";"Кусковская ул., 21";"";"да";"ГУП «Мосгортранс»";"активна";"889089128";"0101000000842EE1D0DBE342402D60C09A9CDE4B40";"";
"4486";"«Кусковская ул., 27», Кусковская улица (4486)";"37.78522856";"55.74130345";"Кусковская улица";"Западный административный округ";"район Фили-Давыдково";"А36; А254; А314; А617";"Кусковская ул., 27";"";"да";"ГУП «Мосгортранс»";"активна";"889089129";"0101000000E78A945E82E44240BB140D08E3DE4B40";"";
"4488";"«Ул. Новотетерки», Перовская улица (4488)";"37.79936283";"55.74474194";"Перовская улица";"Восточный административный округ";"район Новогиреево";"А842; АТ53";"Ул. Новотетерки";"";"да";"ГУП «Мосгортранс»";"активна";"889089130";"0101000000773E6E8551E642403A2132B453DF4B40";"";
"4490";"«Зеленый просп., 65», Зелёный проспект (4490)";"37.80839153";"55.75283133";"Зелёный проспект";"Западный административный округ";"район Кунцево";"А36; А659; АН4; А617; АТ77";"Зеленый просп., 65";"";"да";"ГУП «Мосгортранс»";"активна";"889089132";"010100000051DBA75F79E7424089E0EAC65CE04B40";"";
"4491";"«Метро Новогиреево», Зелёный проспект (4491)";"37.81391128";"55.75207427";"Зелёный проспект";"Западный административный округ";"район Кунцево";"А36; А659; АН4; А617; АТ77";"Метро Новогиреево";"";"да";"ГУП «Мосгортранс»";"активна";"889089133";"010100000006B9AC3E2EE8424013E83CF843E04B40";"";
"4492";"«Метро Бутырская», Огородный проезд (4492)";"37.59981677";"55.8153839";"Огородный проезд";"Западный административный округ";"район Кунцево";"А19; АТ29";"Метро Бутырская";"";"да";"ГУП «Мосгортранс»";"активна";"889089134";"0101000000055FC1CBC6CC4240AC17E87F5EE84B40";"";
"4493";"«Фрязевская ул.», Фрязевская улица (4493)";"37.82438457";"55.74615652";"Фрязевская улица";"Восточный административный округ";"район Новогиреево";"А36; А833; А254; А133; А662";"Фрязевская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889089135";"01010000000FBDFF6E85E94240708C8D0E82DF4B40";"";
"4495";"«Ул. Молостовых (пос.)», Федеративный проспект (4495)";"37.82722438";"55.75327706";"Федеративный проспект";"Западный административный округ";"район Кунцево";"А211; А125; А141";"Ул. Молостовых (пос.)";"";"да";"ГУП «Мосгортранс»";"активна";"889089136";"0101000000E5460D7DE2E9424076C3F8616BE04B40";"";
"4496";"«Федеративный просп., 33», Федеративный проспект (4496)";"37.82441929";"55.75349177";"Федеративный проспект";"Западный административный округ";"район Кунцево";"А211; А125; А141";"Федеративный просп., 33";"";"да";"ГУП «Мосгортранс»";"активна";"889089137";"0101000000EB5E409286E9424042FA166B72E04B40";"";
"4497";"«Свободный просп.», Федеративный проспект (4497)";"37.81720901";"55.75473652";"Федеративный проспект";"Восточный административный округ";"район Новогиреево";"А211; А125; А141; А314; А449";"Свободный просп.";"";"да";"ГУП «Мосгортранс»";"активна";"889089138";"010100000028F9094E9AE84240993FCF349BE04B40";"";
"4498";"«70-я гор. б-ца», Федеративный проспект (4498)";"37.81315107";"55.75529819";"Федеративный проспект";"Восточный административный округ";"район Новогиреево";"А211; А125; А141; А314; А449";"70-я гор. б-ца";"";"да";"ГУП «Мосгортранс»";"активна";"889089139";"0101000000C02D925515E842409563709CADE04B40";"";
"4499";"«Мартеновская ул.», Федеративный проспект (4499)";"37.80629023";"55.75624733";"Федеративный проспект";"Центральный административный округ";"Пресненский район";"А211; А125; А141; А314; А449";"Мартеновская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889089140";"01010000009877AC8434E74240C70467B6CCE04B40";"";
"4500";"«Федеративный просп.», Новогиреевская улица (4500)";"37.7957881";"55.75802931";"Новогиреевская улица";"Восточный административный округ";"район Перово";"А620; А7; А125; А141";"Федеративный просп.";"";"да";"ГУП «Мосгортранс»";"активна";"889089141";"0101000000E3056C62DCE5424002EEBB1A07E14B40";"";
"4501";"«Новогиреевская ул.», улица Металлургов (4501)";"37.79328413";"55.75959981";"улица Металлургов";"Восточный административный округ";"район Перово";"А620; А7; А125; А141";"Новогиреевская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889089142";"0101000000966499558AE54240B8FF0A913AE14B40";"";
"4502";"«3-я Владимирская ул.», 3-я Владимирская улица (4502)";"37.78795735";"55.75795802";"3-я Владимирская улица";"Северо-Восточный административный округ";"Останкинский район";"А141";"3-я Владимирская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889089143";"0101000000487254C9DBE4424009D2B5C404E14B40";"";
"4503";"«Перово поле», Зелёный проспект (4503)";"37.79023792";"55.75208986";"Зелёный проспект";"Восточный административный округ";"район Перово";"А659; АН4; А141; А314; А449; А617; А787; АТ77";"Перово поле";"";"да";"ГУП «Мосгортранс»";"активна";"889089144";"0101000000C33A238426E54240362D047B44E04B40";"";
"4504";"«Метро Перово», 2-я Владимирская улица (4504)";"37.78449706";"55.75164495";"2-я Владимирская улица";"Центральный административный округ";"район Замоскворечье";"А620; АН4; А141";"Метро Перово";"";"да";"ГУП «Мосгортранс»";"активна";"889089145";"01010000000B4150666AE442400E3AD7E635E04B40";"";
"4505";"«Поликлиника № 69», 2-я Владимирская улица (4505)";"37.7824687";"55.75516738";"2-я Владимирская улица";"Центральный административный округ";"район Замоскворечье";"А620; АН4; А141";"Поликлиника № 69";"";"да";"ГУП «Мосгортранс»";"активна";"889089146";"0101000000635232EF27E44240920D2053A9E04B40";"";
"4506";"«Ул. Металлургов», 2-я Владимирская улица (4506)";"37.78067872";"55.75793372";"2-я Владимирская улица";"Восточный административный округ";"район Перово";"А7; АН4; А125; А141";"Ул. Металлургов";"";"да";"ГУП «Мосгортранс»";"активна";"889089147";"0101000000A48AC147EDE34240C2F7DDF803E14B40";"";
"4507";"«Гомеопатический центр», 2-я Владимирская улица (4507)";"37.77829116";"55.76212848";"2-я Владимирская улица";"Восточный административный округ";"район Перово";"А7; АН4; А125; А141";"Гомеопатический центр";"";"да";"ГУП «Мосгортранс»";"активна";"889089148";"0101000000A37B730B9FE34240A079106D8DE14B40";"";
"4508";"«К/т Слава», шоссе Энтузиастов (4508)";"37.77413156";"55.76275411";"шоссе Энтузиастов";"Центральный административный округ";"район Замоскворечье";"А214; А211; А20; А7; Тм37; АН4; А125; А141; А702; Тм36; Тм38; Тм43";"К/т Слава";"";"да";"ГУП «Мосгортранс»";"активна";"889089149";"0101000000308032BE16E3424078AB3AEDA1E14B40";"";
"4509";"«Ул. Плеханова», шоссе Энтузиастов (4509)";"37.75707376";"55.75942162";"шоссе Энтузиастов";"Центральный административный округ";"район Замоскворечье";"А214; АН4; А125; А141; А702";"Ул. Плеханова";"";"нет";"";"активна";"889089150";"01010000000CEEFFCAE7E042403EE346BA34E14B40";"";
"4510";"«Метро Ш. Энтузиастов», шоссе Энтузиастов (4510)";"37.75233836";"55.75851269";"шоссе Энтузиастов";"Восточный административный округ";"район Соколиная Гора";"А214; А36; А254; АТ53; АН4; А125; А141; А702; А83; АТ30";"Метро Ш. Энтузиастов";"";"нет";"";"активна";"889089151";"0101000000F7DC959F4CE0424054939EF116E14B40";"";
"4511";"«Метро Ш. Энтузиастов», шоссе Энтузиастов (4511)";"37.75161957";"55.75765943";"шоссе Энтузиастов";"Центральный административный округ";"район Замоскворечье";"А46; А214; А254; А659; АН4";"Метро Ш. Энтузиастов";"";"да";"ГУП «Мосгортранс»";"активна";"889089152";"01010000008017F01135E0424091ADF4FBFAE04B40";"";
"4512";"«Ул. Плеханова», шоссе Энтузиастов (4512)";"37.75846418";"55.75927061";"шоссе Энтузиастов";"Центральный административный округ";"район Замоскворечье";"А214; АТ53; АН4; А125; А141; А702; АТ30";"Ул. Плеханова";"";"да";"ГУП «Мосгортранс»";"активна";"889089153";"0101000000CB24B05A15E14240CA6183C72FE14B40";"";
"4513";"«Главная ал.», шоссе Энтузиастов (4513)";"37.7654846";"55.76062382";"шоссе Энтузиастов";"Центральный административный округ";"район Якиманка";"А141; А702";"Главная ал.";"";"да";"ГУП «Мосгортранс»";"активна";"889089154";"0101000000BB4B3D66FBE14240B3BA0F1F5CE14B40";"";
"4514";"«К/т Слава», шоссе Энтузиастов (4514)";"37.77431305";"55.76244757";"шоссе Энтузиастов";"Центральный административный округ";"район Арбат";"А214; А211; А20; А7; АН4; А125; А141; АТ30";"К/т Слава";"";"да";"ГУП «Мосгортранс»";"активна";"889089155";"0101000000DA4EA5B01CE342404708C9E197E14B40";"";
"4515";"«Гомеопатический центр», 2-я Владимирская улица (4515)";"37.77799591";"55.76180559";"2-я Владимирская улица";"Восточный административный округ";"район Перово";"А7; АН4; А125; А141";"Гомеопатический центр";"";"да";"ГУП «Мосгортранс»";"активна";"889089156";"010100000096EFB65E95E34240E17A77D882E14B40";"";
"4516";"«Ул. Металлургов», 2-я Владимирская улица (4516)";"37.78095834";"55.75680621";"2-я Владимирская улица";"Центральный административный округ";"район Арбат";"А620; АН4; А141";"Ул. Металлургов";"";"да";"ГУП «Мосгортранс»";"активна";"889089157";"010100000052EB6071F6E342400BAEA006DFE04B40";"";
"4517";"«Поликлиника № 69», 2-я Владимирская улица (4517)";"37.78233857";"55.75447989";"2-я Владимирская улица";"Юго-Восточный административный округ";"район Выхино-Жулебино";"А620; АН4; А141";"Поликлиника № 69";"";"да";"ГУП «Мосгортранс»";"активна";"889089158";"0101000000534696AB23E4424014850ACC92E04B40";"";
"4518";"«Метро Перово», Зелёный проспект (4518)";"37.78559773";"55.75089231";"Зелёный проспект";"Юго-Восточный административный округ";"район Выхино-Жулебино";"А659; АН4; А141; А314; А449; А617; А787; АТ77";"Метро Перово";"";"да";"ГУП «Мосгортранс»";"активна";"889089159";"0101000000B71467778EE442404A223D3D1DE04B40";"";
"4519";"«Перово поле», 3-я Владимирская улица (4519)";"37.79169826";"55.7526859";"3-я Владимирская улица";"Юго-Восточный административный округ";"район Выхино-Жулебино";"А141";"Перово поле";"";"да";"ГУП «Мосгортранс»";"активна";"889089160";"010100000003805B5E56E542408654F60258E04B40";"";
"4520";"«3-я Владимирская ул.», улица Металлургов (4520)";"37.78863025";"55.7585443";"улица Металлургов";"Юго-Восточный административный округ";"район Кузьминки";"А620; А7; А125; А141";"3-я Владимирская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889089161";"0101000000723106D6F1E442409A88C8FA17E14B40";"";
"4521";"«Новогиреевская ул.», Новогиреевская улица (4521)";"37.79488646";"55.75879769";"Новогиреевская улица";"Юго-Восточный административный округ";"район Кузьминки";"А620; А211; А7; А125; А141; АТ30";"Новогиреевская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889089162";"0101000000DADDEAD6BEE54240496A5F4820E14B40";"";
"4522";"«Федеративный просп.», Федеративный проспект (4522)";"37.797659";"55.75723829";"Федеративный проспект";"Восточный административный округ";"район Перово";"А620; А211; А125; А141; А314; А449";"Федеративный просп.";"";"да";"ГУП «Мосгортранс»";"активна";"889089163";"0101000000172EABB019E642401B6A2D2FEDE04B40";"";
"4523";"«Мартеновская ул.», Федеративный проспект (4523)";"37.80725337";"55.75587419";"Федеративный проспект";"Юго-Восточный административный округ";"район Кузьминки";"А211; А125; А141; А314; А449";"Мартеновская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889089164";"01010000002EDE131454E7424062F8467CC0E04B40";"";
"4524";"«70-я гор. б-ца», Федеративный проспект (4524)";"37.81504181";"55.75475185";"Федеративный проспект";"Юго-Восточный административный округ";"район Текстильщики";"А211; А125; А141; А314; А449";"70-я гор. б-ца";"";"да";"ГУП «Мосгортранс»";"активна";"889089165";"01010000004C693F4A53E84240392C68B59BE04B40";"";
"4525";"«Ул. Молостовых (выс.)», Федеративный проспект (4525)";"37.82728261";"55.75309952";"Федеративный проспект";"Юго-Восточный административный округ";"район Текстильщики";"А211; А125; А141";"Ул. Молостовых (выс.)";"";"да";"ГУП «Мосгортранс»";"активна";"889089168";"0101000000F03F8565E4E942404384A89065E04B40";"";
"4526";"«Федеративный просп., 33», Федеративный проспект (4526)";"37.82383792";"55.75375002";"Федеративный проспект";"Юго-Восточный административный округ";"Южнопортовый район";"А211; А125; А141";"Федеративный просп., 33";"";"да";"ГУП «Мосгортранс»";"активна";"889089169";"010100000066CD5D8573E9424032A172E17AE04B40";"";
"4527";"«Метро Новогиреево», Зелёный проспект (4527)";"37.81812823";"55.75142032";"Зелёный проспект";"Юго-Восточный административный округ";"Южнопортовый район";"Тм36; Тм37";"Метро Новогиреево";"";"да";"ГУП «Мосгортранс»";"активна";"889089170";"010100000066E4036DB8E8424095F9818A2EE04B40";"";
"4528";"«Метро Новогиреево», Зелёный проспект (4528)";"37.81347949";"55.75210611";"Зелёный проспект";"Юго-Восточный административный округ";"Южнопортовый район";"Тм36; Тм37";"Метро Новогиреево";"";"да";"ГУП «Мосгортранс»";"активна";"889089171";"010100000025C28E1820E8424030C9540345E04B40";"";
"4529";"«Зеленый просп., 65», Зелёный проспект (4529)";"37.80808672";"55.75287053";"Зелёный проспект";"Юго-Восточный административный округ";"Южнопортовый район";"Тм36; Тм37";"Зеленый просп., 65";"";"да";"ГУП «Мосгортранс»";"активна";"889089172";"0101000000AF5DB9626FE74240713CC00F5EE04B40";"";
"4530";"«Мартеновская ул.», Зелёный проспект (4530)";"37.80371464";"55.75348724";"Зелёный проспект";"Восточный административный округ";"район Новогиреево";"Тм36; Тм37";"Мартеновская ул.";"";"да";"ГУП «Мосгортранс»";"активна";"889089173";"0101000000E70E0F1FE0E642406CE0164572E04B40";"";
